N,x_resid_ln_fs8
-3.870553714264025,-0.0006188274705875227
-3.869690136906983,-0.0006186843932725825
-3.8688265595499405,-0.0006185405625105528
-3.867962982192898,-0.0006183959793130828
-3.8670994048358556,-0.0006182506446918007
-3.866235827478813,-0.0006181045596574467
-3.8653722501217707,-0.000617957725218117
-3.864508672764728,-0.0006178101423801111
-3.8636450954076857,-0.0006176618121497279
-3.8627815180506437,-0.0006175127355315113
-3.8619179406936013,-0.0006173629135299841
-3.861054363336559,-0.0006172123471434587
-3.8601907859795164,-0.00061706103737557
-3.859327208622474,-0.0006169089852228679
-3.8584636312654315,-0.0006167561916845463
-3.857600053908389,-0.0006166026577562461
-3.8567364765513465,-0.0006164483844354057
-3.8558728991943045,-0.0006162933727132253
-3.855009321837262,-0.0006161376235826813
-3.8541457444802196,-0.0006159811380349947
-3.853282167123177,-0.0006158239170595894
-3.8524185897661347,-0.0006156659616458893
-3.8515550124090923,-0.0006155072727815625
-3.85069143505205,-0.0006153478514498156
-3.849827857695008,-0.000615187698637415
-3.8489642803379653,-0.0006150268153257907
-3.848100702980923,-0.0006148652024990583
-3.8472371256238804,-0.0006147028611368718
-3.846373548266838,-0.0006145397922171086
-3.8455099709097955,-0.0006143759967203316
-3.844646393552753,-0.0006142114756199774
-3.8437828161957106,-0.0006140462298948116
-3.8429192388386686,-0.0006138802605174035
-3.842055661481626,-0.0006137135684594133
-3.8411920841245837,-0.0006135461546933896
-3.8403285067675412,-0.0006133780201910133
-3.8394649294104988,-0.0006132091659177275
-3.8386013520534563,-0.0006130395928434229
-3.837737774696414,-0.0006128693019344308
-3.8368741973393714,-0.0006126982941553269
-3.8360106199823294,-0.0006125265704697777
-3.835147042625287,-0.0006123541318387854
-3.8342834652682445,-0.0006121809792278138
-3.833419887911202,-0.0006120071135916477
-3.8325563105541596,-0.0006118325358912893
-3.831692733197117,-0.0006116572470842088
-3.8308291558400747,-0.0006114812481260792
-3.8299655784830327,-0.0006113045399716854
-3.82910200112599,-0.0006111271235749449
-3.8282384237689477,-0.0006109489998870898
-3.8273748464119053,-0.0006107701698593593
-3.826511269054863,-0.0006105906344420972
-3.8256476916978204,-0.0006104103945830039
-3.824784114340778,-0.0006102294512306469
-3.8239205369837355,-0.0006100478053282649
-3.8230569596266935,-0.0006098654578235579
-3.822193382269651,-0.000609682409656212
-3.8213298049126085,-0.0006094986617730183
-3.820466227555566,-0.000609314215111019
-3.8196026501985236,-0.000609129070610788
-3.818739072841481,-0.000608943229211123
-3.8178754954844387,-0.0006087566918499543
-3.8170119181273963,-0.0006085694594625268
-3.8161483407703543,-0.0006083815329814279
-3.815284763413312,-0.0006081929133427907
-3.8144211860562693,-0.0006080036014765519
-3.813557608699227,-0.00060781359831618
-3.8126940313421844,-0.0006076229047889264
-3.811830453985142,-0.0006074315218247278
-3.8109668766280995,-0.0006072394503490591
-3.8101032992710575,-0.0006070466912891717
-3.809239721914015,-0.0006068532455696732
-3.8083761445569726,-0.0006066591141142622
-3.80751256719993,-0.0006064642978439727
-3.8066489898428877,-0.0006062687976807479
