omega0,Q,alpha,kind,A,dA_over_A
0.55,0.36666666666666664,0.09333333333333334,boost,0.011309984334390242,0.06308646880578683
0.55,0.36666666666666664,0.12,boost,0.011501745909185339,0.08111117417886882
0.55,0.36666666666666664,0.14666666666666667,boost,0.011693507483980434,0.09913587955195062
0.55,0.36666666666666664,0.17333333333333334,boost,0.011885269058775535,0.11716058492503292
0.55,0.36666666666666664,0.2,boost,0.01207703063357063,0.13518529029811474
0.55,0.4,0.04,boost,0.010915613551959852,0.026017430503117864
0.55,0.4,0.06666666666666667,boost,0.011100143371528152,0.043362384171863055
0.55,0.4,0.09333333333333334,boost,0.011284673191096451,0.06070733784060824
0.55,0.4,0.12,boost,0.011469203010664751,0.07805229150935343
0.55,0.4,0.14666666666666667,boost,0.011653732830233052,0.09539724517809878
0.55,0.4,0.17333333333333334,boost,0.011838262649801354,0.11274219884684414
0.55,0.4,0.2,boost,0.012022792469369655,0.1300871525155895
0.55,0.43333333333333335,0.04,boost,0.010905490331860382,0.025065894409847914
0.55,0.43333333333333335,0.06666666666666667,boost,0.011083271338029036,0.04177649068307997
0.55,0.43333333333333335,0.09333333333333334,boost,0.011261052344197688,0.05848708695631185
0.55,0.43333333333333335,0.12,boost,0.01143883335036634,0.07519768322954375
0.55,0.43333333333333335,0.14666666666666667,boost,0.011616614356534995,0.09190827950277579
0.55,0.43333333333333335,0.17333333333333334,boost,0.011794395362703648,0.10861887577600768
0.55,0.43333333333333335,0.2,boost,0.011972176368872302,0.12532947204923972
0.55,0.4666666666666667,0.04,boost,0.01089603497715069,0.024177134589105587
0.55,0.4666666666666667,0.06666666666666667,boost,0.011067512413512882,0.040295224315175814
