x_m,m_exponent,h_m
0.20681818181818182,0,0.004
0.20909090909090908,0,0.004
0.21136363636363636,0,0.004
0.21363636363636362,0,0.004
0.2159090909090909,0,0.004
0.21818181818181817,0,0.004
0.22045454545454543,0,0.004
0.22272727272727272,0,0.004
0.22499999999999998,0,0.004
0.22727272727272727,0,0.004
0.22954545454545452,0,0.004
0.2318181818181818,0,0.004
0.23409090909090907,0,0.004
0.23636363636363636,0,0.004
0.23863636363636362,0,0.004
0.2409090909090909,0,0.004
0.24318181818181817,0,0.004
0.24545454545454545,0,0.004
0.2477272727272727,0,0.004
0.25,0,0.004
0.25227272727272726,0,0.004
0.2545454545454545,0,0.004
0.2568181818181818,0,0.004
0.2590909090909091,0,0.004
0.26136363636363635,0,0.004
0.2636363636363636,0,0.004
0.2659090909090909,0,0.004
0.2681818181818182,0,0.004
0.27045454545454545,0,0.004
0.2727272727272727,0,0.004
0.27499999999999997,0,0.004
0.2772727272727273,0,0.004
0.27954545454545454,0,0.004
0.2818181818181818,0,0.004
0.28409090909090906,0,0.004
0.2863636363636364,0,0.004
0.28863636363636364,0,0.004
0.2909090909090909,0,0.004
0.29318181818181815,0,0.004
0.2954545454545454,0,0.004
0.29772727272727273,0,0.004
0.3,0,0.004
0.30227272727272725,0,0.004
0.3045454545454545,0,0.004
0.3068181818181818,0,0.004
0.3090909090909091,0,0.004
0.31136363636363634,0,0.004
0.3136363636363636,0,0.004
0.3159090909090909,0,0.004
0.3181818181818182,0,0.004
0.32045454545454544,0,0.004
0.3227272727272727,0,0.004
0.325,0,0.004
0.32727272727272727,0,0.004
0.32954545454545453,0,0.004
0.3318181818181818,0,0.004
0.33409090909090905,0,0.004
0.33636363636363636,0,0.004
0.3386363636363636,0,0.004
0.3409090909090909,0,0.004
0.34318181818181814,0,0.004
0.34545454545454546,0,0.004
0.3477272727272727,0,0.004
0.35,0,0.004
0.35227272727272724,0,0.004
0.35454545454545455,0,0.004
0.3568181818181818,0,0.004
0.35909090909090907,0,0.004
0.36136363636363633,0,0.004
0.36363636363636365,0,0.004
0.3659090909090909,0,0.004
0.36818181818181817,0,0.004
0.3704545454545454,0,0.004
0.3727272727272727,0,0.004
0.375,0,0.004
0.37727272727272726,0,0.004
0.3795454545454545,0,0.004
0.3818181818181818,0,0.004
0.3840909090909091,0,0.004
0.38636363636363635,0,0.004
0.3886363636363636,0,0.004
0.3909090909090909,0,0.004
0.3931818181818182,0,0.004
0.39545454545454545,0,0.004
0.3977272727272727,0,0.004
0.39999999999999997,0,0.004
0.4022727272727272,0,0.004
0.40454545454545454,0,0.004
0.4068181818181818,0,0.004
0.40909090909090906,0,0.004
0.4113636363636363,0,0.004
0.41363636363636364,0,0.004
0.4159090909090909,0,0.004
0.41818181818181815,0,0.004
0.4204545454545454,0,0.004
0.42272727272727273,0,0.004
0.425,0,0.004
0.42727272727272725,0,0.004
0.4295454545454545,0,0.004
0.4318181818181818,0,0.004
0.4340909090909091,0,0.004
0.43636363636363634,0,0.004
0.4386363636363636,0,0.004
0.44090909090909086,0,0.004
0.4431818181818182,0,0.004
0.44545454545454544,0,0.004
0.4477272727272727,0,0.004
0.44999999999999996,0,0.004
0.45227272727272727,0,0.004
0.45454545454545453,0,0.004
0.4568181818181818,0,0.004
0.45909090909090905,0,0.004
0.46136363636363636,0,0.004
0.4636363636363636,0,0.004
0.4659090909090909,0,0.004
0.46818181818181814,0,0.004
0.47045454545454546,0,0.004
0.4727272727272727,0,0.004
0.475,0,0.004
0.47727272727272724,0,0.004
0.4795454545454545,0,0.004
0.4818181818181818,0,0.004
0.48409090909090907,0,0.004
0.48636363636363633,0,0.004
